rendezvous	noun	ချိန်းတွေ့ရာနေရာ|ချိန်းဆိုတွေ့ဆုံမှု
selectively	adverb	ရွေးချယ်ပြီး|ရွေးချယ်စွာ
sideline	noun	ဘေးစည်းမျဉ်း|အပိုအလုပ်
supervisory	adjective	ကြီးကြပ်ရေးဆိုင်ရာ
synod	noun	ဘာသာရေးကောင်စီအစည်းအဝေး
analytic	adjective	ခွဲခြမ်းစိတ်ဖြာသော|ခွဲခြမ်းစိတ်ဖြာမှုဆိုင်ရာ
attributable	adjective	အကြောင်းရင်းအဖြစ်သတ်မှတ်နိုင်သော
chopper	noun	ရဟတ်ယာဉ်|ခုတ်ဓားကြီး
chunky	adjective	အတုံးအခဲများပါသော|ထူထဲတောင့်တင်းသော
cosy	adjective	နွေးထွေးသက်သောင့်သက်သာရှိသော
crease	noun	ခေါက်ရာ|တွန့်ကြောင်း
digestion	noun	အစာချေခြင်း|အစာချေစနစ်
donut	noun	အဝိုင်းပုံကြော်မုန့်
explanatory	adjective	ရှင်းပြထားသော|ရှင်းလင်းချက်ပေးသော
illustrious	adjective	ဂုဏ်သတင်းကျော်ကြားသော|ထင်ရှားသော
incidental	adjective	မတော်တဆဖြစ်သော|အဓိကမဟုတ်သော
limbo	noun	မရေရာသောအခြေအနေ|စောင့်ဆိုင်းရင်းကပ်နေသောအခြေအနေ
memorabilia	noun	အမှတ်တရပစ္စည်းစု
midterm	noun	နှစ်ဝက်စာမေးပွဲ|ကာလအလယ်
paisley	noun	ပေ့စလီပန်းပုံစံ
patriarch	noun	မိသားစုအကြီးအကဲအမျိုးသား|မျိုးနွယ်ခေါင်းဆောင်
pious	adjective	ဘာသာရေးကိုင်းရှိုင်းသော
prematurely	adverb	အချိန်မတိုင်မီ|စောလွန်းစွာ
raider	noun	ဝင်ရောက်တိုက်ခိုက်လုယက်သူ
seamless	adjective	ချုပ်ရိုးမရှိသော|အဆက်အစပ်ချောမွေ့သော
spectroscopy	noun	ရောင်စဉ်ခွဲခြမ်းလေ့လာမှု
valiant	adjective	ရဲရင့်သော|သတ္တိရှိသော
auntie	noun	အဒေါ်|ဒေါ်လေး
exponentially	adverb	အဆများစွာတိုးလာသကဲ့သို့|အညွှန်းကိန်းပုံစံဖြင့်
externally	adverb	အပြင်ဘက်မှ|ပြင်ပအားဖြင့်
fruitful	adjective	အကျိုးဖြစ်ထွန်းသော|အသီးအပွင့်ကောင်းသော
gall	noun	သည်းခြေရည်|အရှက်မဲ့ရဲတင်းမှု
hastily	adverb	အလျင်စလို|အမြန်အမြန်
horizontally	adverb	အလျားလိုက်
hurtful	adjective	နာကျင်စေသော|စိတ်ထိခိုက်စေသော
inaccessible	adjective	မရောက်နိုင်သော|ဝင်ရောက်ရန်ခက်ခဲသော
inferno	noun	မီးလောင်ငရဲလိုနေရာ|အလွန်ပူပြင်းရှုပ်ထွေးသောနေရာ
leafy	adjective	အရွက်ထူထပ်သော
peat	noun	ပုပ်ဆွေးအပင်မြေထည်|ပေါက်စမြေမီးသွေး
pedophile	noun	ကလေးများအပေါ်လိင်ဆွဲဆောင်မှုရှိသောအရွယ်ရောက်သူ
peptide	noun	ပက်ပတိုက်ဓာတ်ပေါင်း
periphery	noun	အပြင်ဘက်အစွန်း|ပတ်ဝန်းကျင်အစွန်အဖျား
piling	noun	အဆောက်အအုံထောက်တိုင်|တိုင်စိုက်ခြင်း
punishable	adjective	အပြစ်ပေးခံရနိုင်သော
serenity	noun	ငြိမ်သက်အေးချမ်းမှု
starch	noun	ကစီဓာတ်
stony	adjective	ကျောက်များသော|အေးစက်မာကျောသော
subtly	adverb	သိမ်မွေ့စွာ|မသိမသာ
surfer	noun	လှိုင်းစီးသူ
taper	noun	တဖြည်းဖြည်းသေးသွားသောပုံသဏ္ဌာန်|ဖယောင်းတိုင်ရှည်
unequal	adjective	မညီမျှသော|မတူညီသော
unresolved	adjective	မဖြေရှင်းရသေးသော
unspecified	adjective	အသေးစိတ်မဖော်ပြထားသော|မသတ်မှတ်ထားသော
winery	noun	ဝိုင်ထုတ်လုပ်ရာစက်ရုံ
cholera	noun	ကာလဝမ်းရောဂါ
consular	adjective	ကောင်စစ်ဝန်ဆိုင်ရာ
corrective	adjective	အမှားပြင်ပေးသော|တည့်မတ်ပေးသော
draper	noun	အထည်နှင့်အပ်ချုပ်ပစ္စည်းရောင်းသူ
excite	verb	စိတ်လှုပ်ရှားစေသည်|လှုံ့ဆော်သည်
exporter	noun	ပို့ကုန်လုပ်ငန်းရှင်|ကုန်ပစ္စည်းတင်ပို့သူ
grange	noun	ကျေးလက်လယ်ယာခြံ|လယ်သမားအသင်း
hardworking	adjective	အလုပ်ကြိုးစားသော
husky	adjective	ကိုယ်ထည်တောင့်တင်းသော|အသံအက်သော
improbable	adjective	ဖြစ်နိုင်ခြေနည်းသော|မယုံကြည်လောက်သော
journalistic	adjective	သတင်းစာပညာဆိုင်ရာ
lipid	noun	အဆီဓာတ်|လစ်ပစ်ဓာတ်ပေါင်း
lordship	noun	အရှင်သခင်အာဏာ|မင်းအဆင့်အတန်း
markedly	adverb	သိသိသာသာ|ထင်ထင်ရှားရှား
meow	noun	ကြောင်အော်သံ
modulation	noun	အသံလှိုင်းပြောင်းလဲခြင်း|သံစဉ်ပြောင်းခြင်း
occult	noun	မှော်ပညာနှင့်လျှို့ဝှက်အင်အားများ
ovation	noun	ထိုက်တန်စွာချီးကျူးအားပေးမှု|မတ်တပ်ရပ်လက်ခုပ်တီးခြင်း
perpendicular	noun	ထောင့်မှန်မျဉ်း
physique	noun	ကိုယ်ခန္ဓာဖွဲ့စည်းပုံ|ကိုယ်ထည်
playbook	noun	ကစားနည်းအစီအစဉ်စာအုပ်|ပြဇာတ်စာအုပ်
readable	adjective	ဖတ်ရလွယ်သော|ဖတ်ရှုနိုင်သော
recourse	noun	အားကိုးရာ|ဖြေရှင်းရန်နည်းလမ်း
regimen	noun	ကုသရေးအစီအစဉ်|စနစ်တကျလိုက်နာရသည့်ပုံစံ
retrospect	noun	အတိတ်ကိုပြန်လည်သုံးသပ်ခြင်း
roundup	noun	စုစည်းဖမ်းဆီးမှု|စုစည်းတင်ပြချက်
sequential	adjective	အစဉ်လိုက်ဖြစ်သော
spiritually	adverb	ဝိညာဉ်ရေးအရ|စိတ်ဓာတ်ပိုင်းဆိုင်ရာအရ
tubing	noun	ပိုက်အရှည်များ|ပိုက်စနစ်
twat	noun	မိုက်မဲသူ|စိတ်အနှောင့်အယှက်ပေးသူ
undue	adjective	မသင့်တော်လောက်အောင်များသော|အချိန်မတိုင်မီဖြစ်သော
unionist	noun	အလုပ်သမားသမဂ္ဂဝင်
wearable	noun	ဝတ်ဆင်နိုင်သောပစ္စည်း|ဝတ်ဆင်ကိရိယာ
barbarian	noun	ရိုင်းစိုင်းသူ|ယဉ်ကျေးမှုမရှိသူ
boomer	noun	ကလေးမွေးဖွားမှုတိုးပွားခေတ်မျိုးဆက်ဝင်
cheaply	adverb	ဈေးပေါပေါ|အရည်အသွေးနိမ့်စွာ
defensively	adverb	မိမိကိုယ်ကိုကာကွယ်သလို|ခုခံသည့်ပုံစံဖြင့်
defunct	adjective	အသုံးမပြုတော့သော|ပျက်သွားသော
emancipation	noun	လွတ်မြောက်စေခြင်း|အုပ်ချုပ်မှုမှလွတ်မြောက်မှု
entropy	noun	အင်ထရိုပီ|စနစ်မကျမှုအတိုင်းအတာ
generational	adjective	မျိုးဆက်ဆိုင်ရာ
horrid	adjective	အလွန်ဆိုးရွားသော|ကြောက်မက်ဖွယ်သော
interchangeable	adjective	အပြန်အလှန်အစားထိုးနိုင်သော
lawless	adjective	ဥပဒေမဲ့သော|ထိန်းချုပ်မှုမရှိသော
mayoral	adjective	မြို့တော်ဝန်ဆိုင်ရာ
medley	noun	အမျိုးမျိုးပေါင်းစပ်ထားသောသီချင်းစဉ်|ရောနှောစုစည်းမှု
minimalist	noun	အနည်းဆုံးပုံစံကိုနှစ်သက်သူ|ရိုးရှင်းပုံစံဖန်တီးသူ
objectively	adverb	ဘက်မလိုက်စွာ|အချက်အလက်အခြေပြု၍
recollection	noun	အမှတ်ရမှု|ပြန်လည်မှတ်မိခြင်း
resale	noun	ပြန်လည်ရောင်းချခြင်း
retake	noun	ပြန်ရိုက်ချက်|ပြန်ဖြေစာမေးပွဲ
skid	noun	လျှောကျခြင်း|လျှောတန်း
solace	noun	နှစ်သိမ့်မှု|စိတ်သက်သာရာ
terminator	noun	အဆုံးသတ်ပေးသူ|ဖျက်ဆီးရှင်းလင်းသူ
topography	noun	မြေမျက်နှာသွင်ပြင်
unintended	adjective	မရည်ရွယ်ထားသော
unmanned	adjective	လူမဲ့သော|အဖွဲ့သားမပါသော
unsuccessfully	adverb	မအောင်မြင်ဘဲ
vantage	noun	အားသာသည့်နေရာ|မြင်ကွင်းကောင်းသည့်အနေအထား
adversely	adverb	ဆိုးကျိုးဖြစ်စေစွာ|မကောင်းသောဘက်မှ
beech	noun	ဘီးချ်ပင်
blurry	adjective	မှုန်ဝါးသော|မရှင်းလင်းသော
bravely	adverb	ရဲရဲဝံ့ဝံ့|သတ္တိရှိစွာ
chevron	noun	ဗီပုံသင်္ကေတ|စစ်ရာထူးလက်မောင်းတံဆိပ်
crotch	noun	ပေါင်ခြံ|ခွဆုံနေရာ
distal	adjective	အရင်းမှအဝေးဆုံးဖြစ်သော
divisional	adjective	ဌာနခွဲဆိုင်ရာ|တပ်မဆိုင်ရာ
emptiness	noun	လွတ်လပ်နေမှု|အချည်းနှီးဖြစ်မှု
faithfully	adverb	သစ္စာရှိစွာ|တိတိကျကျ
firepower	noun	ပစ်ခတ်အင်အား|လက်နက်အင်အား
formative	adjective	ပုံသွင်းဖွံ့ဖြိုးစေသော|ဖွံ့ဖြိုးမှုအစပိုင်းဆိုင်ရာ
fret	noun	စိုးရိမ်ပူပန်မှု|ဂီတာလက်ကွက်တံ
grader	noun	အဆင့်သတ်မှတ်သူ|မြေညှိစက်
imaginable	adjective	စိတ်ကူးနိုင်သော
impetus	noun	တွန်းအား|လှုံ့ဆော်အင်အား
junkie	noun	မူးယစ်ဆေးစွဲသူ|တစ်ခုခုကိုအလွန်စွဲလမ်းသူ
latent	adjective	လျှို့ဝှက်တည်ရှိနေသော|မပေါ်လွင်သေးသော
literate	noun	စာတတ်သူ
localization	noun	ဒေသသတ်မှတ်ခြင်း|ဒေသနှင့်ကိုက်ညီအောင်ပြုပြင်ခြင်း
martini	noun	မာတီနီအရက်ဖျော်ရည်
midget	noun	အရပ်အလွန်ပုသူ
monoxide	noun	မိုနောက်ဆိုဒ်ဓာတ်ပေါင်း
musically	adverb	ဂီတဆန်စွာ|ဂီတအရ
nighttime	noun	ညအချိန်
nonlinear	adjective	မျဉ်းဖြောင့်ပုံစံမဟုတ်သော|မျဉ်းမဟုတ်သည့်ဆက်နွယ်မှုရှိသော
parasitic	adjective	ကပ်ပါးဆိုင်ရာ|ကပ်ပါးပိုးကြောင့်ဖြစ်သော
picket	noun	ဆန္ဒပြစောင့်ကြပ်သူ|တိုင်ငယ်
pretext	noun	အကြောင်းပြချက်အတု|ဖုံးကွယ်ရန်ဆင်ခြေ
redistribution	noun	ပြန်လည်ခွဲဝေခြင်း
richly	adverb	ကြွယ်ဝစွာ|အလွန်ပြည့်စုံစွာ
saver	noun	ကယ်တင်သူ|စုဆောင်းသူ
scarred	adjective	အမာရွတ်ရှိသော|စိတ်ဒဏ်ရာရထားသော
sectarian	adjective	ဂိုဏ်းခွဲဆန်သော|အုပ်စုခွဲအမြင်ရှိသော
silica	noun	စီလီကာဓာတ်
sophistication	noun	အဆင့်မြင့်ကျွမ်းကျင်မှု|နူးညံ့သိမ်မွေ့မှု
straighten	verb	ဖြောင့်အောင်လုပ်သည်|တည့်မတ်စေသည်
thinly	adverb	ပါးပါး|နည်းနည်းသာ
transverse	adjective	ဖြတ်လျက်ရှိသော|ကန့်လန့်ဖြစ်သော
unrestricted	adjective	ကန့်သတ်ချက်မရှိသော
unsuitable	adjective	မသင့်တော်သော|မကိုက်ညီသော
unthinkable	adjective	စဉ်းစားမရလောက်သော|မဖြစ်နိုင်လောက်သော
wasteful	adjective	ဖြုန်းတီးသော|အရင်းအမြစ်အလဟဿဖြစ်စေသော
youngster	noun	လူငယ်|ကလေးငယ်
angst	noun	ပြင်းထန်သောစိုးရိမ်ပူပန်မှု|အတွင်းစိတ်မသက်မသာမှု
bandwagon	noun	လူကြိုက်များလာသောလှုပ်ရှားမှု|ခေတ်နောက်လိုက်မှု
cleanliness	noun	သန့်ရှင်းမှု|သန့်ရှင်းစွာနေတတ်မှု
concurrently	adverb	တစ်ပြိုင်နက်တည်း|အချိန်တူတူ
convex	adjective	အပြင်ဘက်ဖောင်းသော
culmination	noun	အမြင့်ဆုံးအဆင့်|နောက်ဆုံးရလဒ်
detriment	noun	ထိခိုက်နစ်နာမှု|ဆိုးကျိုး
discretionary	adjective	မိမိဆုံးဖြတ်ချက်အလိုက်ဖြစ်သော|ရွေးချယ်နိုင်သော
disparate	adjective	အလွန်ကွဲပြားသော|မတူညီသော
dodger	noun	ရှောင်တိမ်းသူ|ကလိမ်ကကျစ်သူ
domestically	adverb	ပြည်တွင်းအရ|အိမ်တွင်းအရ
forcefully	adverb	အားပြင်းစွာ|တင်းတင်းမာမာ
fruity	adjective	သစ်သီးအရသာရှိသော|သစ်သီးနံ့ရှိသော
helix	noun	လိမ်ကောက်ပုံ|ဟီးလစ်ပုံ
infidelity	noun	အိမ်ထောင်ရေးသစ္စာဖောက်မှု|မသစ္စာရှိမှု
inversion	noun	ပြောင်းပြန်လှန်မှု|အနေအထားပြောင်းပြန်ဖြစ်မှု
knack	noun	ပင်ကိုကျွမ်းကျင်နည်း|လုပ်တတ်ကိုင်တတ်မှု
maestro	noun	အလွန်ကျွမ်းကျင်သောအနုပညာရှင်|ဂီတညွှန်ကြားသူ
meditate	verb	တရားထိုင်သည်|လေးလေးနက်နက်စဉ်းစားသည်
microscopy	noun	အဏုကြည့်မှန်ဖြင့်လေ့လာခြင်း
orchestral	adjective	သံစုံတီးဝိုင်းဆိုင်ရာ
ordinarily	adverb	ပုံမှန်အားဖြင့်|သာမန်အားဖြင့်
packer	noun	ထုပ်ပိုးသူ
potty	noun	ကလေးသုံးအိမ်သာအိုး|အိမ်သာအိုး
quay	noun	ဆိပ်ကမ်းတံတား|သင်္ဘောဆိပ်ကမ်းဘောင်
realist	noun	လက်တွေ့ဝါဒီ|လက်တွေ့ကျသူ
remuneration	noun	လုပ်အားခ|အကျိုးခံစားခ
richness	noun	ကြွယ်ဝမှု|ပြည့်စုံမှု
smallpox	noun	ကျောက်ရောဂါ
stair	noun	လှေကားထစ်
strategist	noun	မဟာဗျူဟာပညာရှင်|အစီအစဉ်ချမှတ်ကျွမ်းကျင်သူ
sunken	adjective	ချိုင့်ဝင်နေသော|နစ်မြုပ်နေသော
tragically	adverb	ဝမ်းနည်းဖွယ်ကောင်းစွာ|အဖြစ်ဆိုးဖြင့်
understandably	adverb	နားလည်နိုင်လောက်အောင်|နားလည်ပေးနိုင်စွာ
undisputed	adjective	အငြင်းပွားစရာမရှိသော|အားလုံးလက်ခံသော
unprofessional	adjective	ပရော်ဖက်ရှင်နယ်မဆန်သော|အလုပ်ကျင့်ဝတ်မကိုက်သော
veggie	noun	ဟင်းသီးဟင်းရွက်
visceral	adjective	ကိုယ်တွင်းအင်္ဂါဆိုင်ရာ|အတွင်းစိတ်မှပြင်းပြစွာဖြစ်သော
wrongdoing	noun	မမှန်ကန်သောလုပ်ရပ်|ပြစ်မှုကျူးလွန်မှု
alum	noun	ကျောက်ချဉ်
anus	noun	စအို
attractiveness	noun	ဆွဲဆောင်မှု|နှစ်သက်ဖွယ်ဖြစ်မှု
brighten	verb	ပိုတောက်ပစေသည်|စိတ်ရွှင်စေသည်
crochet	noun	ချိတ်ထိုးအပ်ချုပ်ပညာ|ချိတ်ထိုးအထည်
dickhead	noun	အလွန်မိုက်မဲသူ|စိတ်အနှောင့်အယှက်ပေးသူ
emeritus	noun	အငြိမ်းစားဂုဏ်ထူးဆောင်ပညာရှင်
emit	verb	ထုတ်လွှတ်သည်|ထွက်စေသည်
enthusiastically	adverb	စိတ်အားထက်သန်စွာ
firsthand	adjective	တိုက်ရိုက်ရရှိသော|ကိုယ်တိုင်တွေ့ကြုံထားသော
flashy	adjective	အလွန်ပြောင်လက်သော|အမြင်ဆွဲဆောင်လွန်းသော
fluoride	noun	ဖလူအိုရိုက်ဓာတ်
geologic	adjective	ဘူမိဗေဒဆိုင်ရာ
inbound	adjective	အတွင်းဘက်သို့ဝင်လာသော|ရောက်လာသော
inflatable	adjective	လေဖြည့်နိုင်သော
instinctively	adverb	ပင်ကိုအသိဖြင့်|အလိုအလျောက်
leach	verb	ရည်စိမ့်ထုတ်သည်|ဓာတ်စိမ့်ထွက်စေသည်
marginally	adverb	အနည်းငယ်သာ|အစွန်းအဖျားအတိုင်း
pastel	noun	ဖျော့ဖျော့အရောင်|ပက်စတယ်ရောင်ခြယ်
payoff	noun	နောက်ဆုံးပေးချေငွေ|ရလာဒ်အကျိုးအမြတ်
phosphorus	noun	ဖော့စဖရပ်ဓာတ်
prod	verb	ထိုးလှုံ့ဆော်သည်|တွန်းအားပေးသည်
prodigy	noun	ထူးချွန်ပင်ကိုပါရမီရှင်|အံ့မခန်းထက်မြက်သူ
